"Copyright © 2001-2019 Python Software Foundation; All Rights Reserved"

"documentText","functionality","concept","directives","purpose","quality","control","structure","patterns","codeExamples","environment","reference","nonInformation"
"Constructs a hierarchical URI from the given components.  If a scheme is given then the path, if also given, must either be empty or begin with a slash character ('/'). Otherwise a component of the new URI may be left undefined by passing null for the corresponding parameter.  This constructor first builds a URI string from the given components according to the rules specified in RFC 2396, section 5.2, step 7:  1. Initially, the result string is empty.  2. If a scheme is given then it is appended to the result, followed by a colon character (':').  3. If an authority is given then the string // is appended, followed by the authority. If the authority contains a literal IPv6 address then the address must be enclosed in square brackets ('[' and ']'). Any character not in the unreserved, punct, escaped, or other categories, and not equal to the commercial-at character ('@'), is quoted.  4. If a path is given then it is appended. Any character not in the unreserved, punct, escaped, or other categories, and not equal to the slash character ('/') or the commercial-at character ('@'), is quoted.  5. If a query is given then a question-mark character ('?') is appended, followed by the query. Any character that is not a legal URI character is quoted.  6. Finally, if a fragment is given then a hash character ('\#') is appended, followed by the fragment. Any character that is not a legal URI character is quoted.  The resulting URI string is then parsed as if by invoking the URI(String) constructor and then invoking the parseServerAuthority() method upon the result; this may cause a URISyntaxException to be thrown.  Parameters: scheme - Scheme name authority - Authority path - Path query - Query fragment - Fragment Throws: URISyntaxException - If both a scheme and a path are given but the path is relative, if the URI string constructed from the given components violates RFC 2396, or if the authority component of the string is present but cannot be parsed as a server-based authority",1,0,1,0,0,0,0,0,0,0,1,1
"Returns the scheme component of this URI.  The scheme component of a URI, if defined, only contains characters in the alphanum category and in the string -.+. A scheme always starts with an alpha character.  The scheme component of a URI cannot contain escaped octets, hence this method does not perform any decoding.  Returns: The scheme component of this URI, or null if the scheme is undefined",1,1,0,1,0,0,0,0,0,0,0,0
"Class URL represents a Uniform Resource Locator, a pointer to a resource  on the World Wide Web. A resource can be something as simple as a file or a  directory, or it can be a reference to a more complicated object, such as a  query to a database or to a search engine. More information on the types of  URLs and their formats can be found at:      http://www.socs.uts.edu.au/MosaicDocs-old/url-primer.html  In general, a URL can be broken into several parts. The previous example of  a URL indicates that the protocol to use is http (HyperText Transfer  Protocol) and that the information resides on a host machine named  www.socs.uts.edu.au. The information on that host machine is named  /MosaicDocs-old/url-primer.html. The exact meaning of this name on the host  machine is both protocol dependent and host dependent. The information  normally resides in a file, but it could be generated on the fly. This  component of the URL is called the path component.  A URL can optionally specify a port, which is the port number to which  the TCP connection is made on the remote host machine. If the port is not  specified, the default port for the protocol is used instead. For example,  the default port for http is 80. An alternative port could be specified as:       http://www.socs.uts.edu.au:80/MosaicDocs-old/url-primer.html   The syntax of URL is defined by RFC 2396: Uniform Resource Identifiers  (URI): Generic Syntax, amended by RFC 2732: Format for Literal IPv6  Addresses in URLs. The Literal IPv6 address format also supports scope_ids.  The syntax and usage of scope_ids is described here.  A URL may have appended to it a fragment, also known as a ref or a  reference. The fragment is indicated by the sharp sign character \#  followed by more characters. For example,       http://java.sun.com/index.html\#chapter1   This fragment is not technically part of the URL. Rather, it indicates that  after the specified resource is retrieved, the application is specifically  interested in that part of the document that has the tag chapter1 attached  to it. The meaning of a tag is resource specific.  An application can also specify a relative URL, which contains only  enough information to reach the resource relative to another URL. Relative  URLs are frequently used within HTML pages. For example, if the contents of  the URL:       http://java.sun.com/index.html   contained within it the relative URL:       FAQ.html   it would be a shorthand for:       http://java.sun.com/FAQ.html   The relative URL need not specify all the components of a URL. If the  protocol, host name, or port number is missing, the value is inherited from  the fully specified URL. The file component must be specified. The optional  fragment is not inherited.  The URL class does not itself encode or decode any URL components according  to the escaping mechanism defined in RFC2396. It is the responsibility of  the caller to encode any fields, which need to be escaped prior to calling  URL, and also to decode any escaped fields, that are returned from URL.  Furthermore, because URL has no knowledge of URL escaping, it does not  recognise equivalence between the encoded or decoded form of the same URL.  For example, the two URLs:      http://foo.com/hello world/ and http://foo.com/hello%20world  would be considered not equal to each other.  Note, the URI class does perform escaping of its component fields in  certain circumstances. The recommended way to manage the encoding and  decoding of URLs is to use URI, and to convert between these two classes  using toURI() and URI.toURL().  The URLEncoder and URLDecoder classes can also be used, but only for HTML  form encoding, which is not the same as the encoding scheme defined in  RFC2396.  Since:     JDK1.0 See Also:     Serialized Form",1,1,1,0,0,0,1,1,1,0,1,0
"Gets the host name of this URL, if applicable. The format of the host conforms to RFC 2732, i.e. for a literal IPv6 address, this method will return the IPv6 address enclosed in square brackets ('[' and ']').  Returns: the host name of this URL.",1,0,0,0,0,0,0,0,0,0,0,1
"The abstract class URLConnection is the superclass of all classes that  represent a communications link between the application and a URL.  Instances of this class can be used both to read from and to write to the  resource referenced by the URL. In general, creating a connection to a URL  is a multistep process:  openConnection() 	connect() Manipulate parameters that affect the connection to the remote resource. 	 Interact with the resource; query header fields and contents. ----------------------------> time     1. The connection object is created by invoking the openConnection        method on a URL.    2. The setup parameters and general request properties are manipulated.    3. The actual connection to the remote object is made, using the        connect method.    4. The remote object becomes available. The header fields and the       contents of the remote object can be accessed.  The setup parameters are modified using the following methods:      * setAllowUserInteraction     * setDoInput     * setDoOutput     * setIfModifiedSince     * setUseCaches  and the general request properties are modified using the method:      * setRequestProperty  Default values for the AllowUserInteraction and UseCaches parameters can be  set using the methods setDefaultAllowUserInteraction and  setDefaultUseCaches.  Each of the above set methods has a corresponding get method to retrieve  the value of the parameter or general request property. The specific  parameters and general request properties that are applicable are protocol  specific.  The following methods are used to access the header fields and the contents  after the connection is made to the remote object:      * getContent     * getHeaderField     * getInputStream     * getOutputStream  Certain header fields are accessed frequently. The methods:      * getContentEncoding     * getContentLength     * getContentType     * getDate     * getExpiration     * getLastModifed  provide convenient access to these fields. The getContentType method is  used by the getContent method to determine the type of the remote object;  subclasses may find it convenient to override the getContentType method.  In the common case, all of the pre-connection parameters and general  request properties can be ignored: the pre-connection parameters and  request properties default to sensible values. For most clients of this  interface, there are only two interesting methods: getInputStream and  getContent, which are mirrored in the URL class by convenience methods.  More information on the request properties and header fields of an http  connection can be found at:       http://www.ietf.org/rfc/rfc2068.txt   Note about fileNameMap: In versions prior to JDK 1.1.6, field fileNameMap  of URLConnection was public. In JDK 1.1.6 and later, fileNameMap is  private; accessor and mutator methods getFileNameMap and setFileNameMap  are added to access it. This change is also described on the Compatibility  page. Invoking the close() methods on the InputStream or OutputStream of an  URLConnection after a request may free network resources associated with  this instance, unless particular protocol specifications specify different  behaviours for it.  Since:     JDK1.0 See Also:     URL.openConnection(), connect(), getContent(), getContentEncoding(),      getContentLength(), getContentType(), getDate(), getExpiration(),      getHeaderField(int), getHeaderField(java.lang.String),      getInputStream(), getLastModified(), getOutputStream(),      setAllowUserInteraction(boolean), setDefaultUseCaches(boolean),      setDoInput(boolean), setDoOutput(boolean), setIfModifiedSince(long),      setRequestProperty(java.lang.String, java.lang.String),      setUseCaches(boolean)",1,0,0,1,0,1,1,1,1,1,1,0
"Returns the value of the expires header field.  Returns: the expiration date of the resource that this URL references, or 0 if not known. The value is the number of milliseconds since January 1, 1970 GMT. See Also: getHeaderField(java.lang.String)",1,0,0,0,0,0,0,0,0,0,0,0
"Returns an unmodifiable Map of the header fields. The Map keys are Strings that represent the response-header field names. Each Map value is an unmodifiable List of Strings that represents the corresponding field values.  Returns: a Map of header fields Since: 1.4",1,0,0,0,0,0,0,0,0,0,0,0
"Returns the value of the allowUserInteraction field for this object.  Returns: the value of the allowUserInteraction field for this object. See Also: setAllowUserInteraction(boolean)",0,0,0,0,0,0,0,0,0,0,0,1
"Utility class for HTML form decoding. This class contains static methods  for decoding a String from the application/x-www-form-urlencoded MIME  format.  To conversion process is the reverse of that used by the URLEncoder class.  It is assumed that all characters in the encoded string are one of the  following: a through z, A through Z, 0 through 9, and -, _ , ., and *. The character % is allowed but is interpreted as the  start of a special escaped sequence.  The following rules are applied in the conversion:      * The alphanumeric characters a through z, A through Z and 0       through 9 remain the same.     * The special characters ., -, *, and _ remain the same.     * The plus sign + is converted into a space character   .     * A sequence of the form %xy will be treated as representing a byte       where xy is the two-digit hexadecimal representation of the 8 bits.       Then, all substrings that contain one or more of these byte sequences       consecutively will be replaced by the character(s) whose encoding       would result in those consecutive bytes. The encoding scheme used to       decode these characters may be specified, or if unspecified, the       default encoding of the platform will be used.  There are two possible ways in which this decoder could deal with illegal  strings. It could either leave illegal characters alone or it could throw  an IllegalArgumentException. Which approach the decoder takes is left to  the implementation.  Since:     1.2",1,0,1,1,0,0,0,0,0,0,0,0
"Constructs an instance of this class.",0,0,0,0,0,0,0,0,0,0,0,1
"Absolute get method for reading a char value.  Reads two bytes at the given index, composing them into a char value according to the current byte order.  Parameters: index - The index from which the bytes will be read Returns: The char value at the given index Throws: IndexOutOfBoundsException - If index is negative or not smaller than the buffer's limit, minus one",1,0,0,0,0,0,0,0,0,0,0,0
"Absolute put method for writing a long value  (optional operation).  Writes eight bytes containing the given long value, in the current byte order, into this buffer at the given index.  Parameters: index - The index at which the bytes will be written value - The long value to be written Returns: This buffer Throws: IndexOutOfBoundsException - If index is negative or not smaller than the buffer's limit, minus seven ReadOnlyBufferException - If this buffer is read-only",1,0,0,0,0,0,0,0,0,0,0,1
"A character buffer.  This class defines four categories of operations upon character buffers:      * Absolute and relative get and put methods that read and write single       characters;      * Relative bulk get methods that transfer contiguous sequences of       characters from this buffer into an array; and      * Relative bulk put methods that transfer contiguous sequences of       characters from a character array, a string, or some other character       buffer into this buffer; and      * Methods for compacting, duplicating, and slicing a character buffer.  Character buffers can be created either by allocation, which allocates  space for the buffer's content, by wrapping an existing character array or  string into a buffer, or by creating a view of an existing byte buffer.  Like a byte buffer, a character buffer is either direct or non-direct. A  character buffer created via the wrap methods of this class will be  non-direct. A character buffer created as a view of a byte buffer will be  direct if, and only if, the byte buffer itself is direct. Whether or not a  character buffer is direct may be determined by invoking the isDirect  method.  This class implements the CharSequence interface so that character buffers  may be used wherever character sequences are accepted, for example in the  regular-expression package java.util.regex.  Methods in this class that do not otherwise have a value to return are  specified to return the buffer upon which they are invoked. This allows  method invocations to be chained. The sequence of statements       cb.put(text/); cb.put(subtype); cb.put(; charset=); cb.put(enc);  can, for example, be replaced by the single statement       cb.put(text/).put(subtype).put(; charset=).put(enc);  Since:     1.4",1,0,0,0,0,0,0,1,1,0,0,1
"Compacts this buffer  (optional operation).  The characters between the buffer's current position and its limit, if any, are copied to the beginning of the buffer. That is, the character at index p = position() is copied to index zero, the character at index p + 1 is copied to index one, and so forth until the character at index limit() - 1 is copied to index n = limit() - 1 - p. The buffer's position is then set to n+1 and its limit is set to its capacity. The mark, if defined, is discarded.  The buffer's position is set to the number of characters copied, rather than to zero, so that an invocation of this method can be followed immediately by an invocation of another relative put method.  Returns: This buffer Throws: ReadOnlyBufferException - If this buffer is read-only",1,0,0,0,0,0,0,0,0,0,0,1
"Creates a new double buffer that shares this buffer's content.  The content of the new buffer will be that of this buffer. Changes to this buffer's content will be visible in the new buffer, and vice versa; the two buffers' position, limit, and mark values will be independent.  The new buffer's capacity, limit, position, and mark values will be identical to those of this buffer. The new buffer will be direct if, and only if, this buffer is direct, and it will be read-only if, and only if, this buffer is read-only.  Returns: The new double buffer",1,0,0,0,0,0,0,0,0,0,0,0
"Absolute put method  (optional operation).  Writes the given float into this buffer at the given index.  Parameters: index - The index at which the float will be written f - The float value to be written Returns: This buffer Throws: IndexOutOfBoundsException - If index is negative or not smaller than the buffer's limit ReadOnlyBufferException - If this buffer is read-only",1,0,0,0,0,0,0,0,0,0,0,1
"Unchecked exception thrown when an attempt is made to reset a buffer when  its mark is not defined.  Since:     1.4 See Also:     Serialized Form",0,1,0,0,0,0,0,0,0,0,0,0
"Creates a new long buffer whose content is a shared subsequence of this buffer's content.  The content of the new buffer will start at this buffer's current position. Changes to this buffer's content will be visible in the new buffer, and vice versa; the two buffers' position, limit, and mark values will be independent.  The new buffer's position will be zero, its capacity and its limit will be the number of longs remaining in this buffer, and its mark will be undefined. The new buffer will be direct if, and only if, this buffer is direct, and it will be read-only if, and only if, this buffer is read-only.  Returns: The new long buffer",1,0,0,0,0,0,1,0,0,0,0,0
"Unchecked exception thrown when a content-mutation method such as put or  compact is invoked upon a read-only buffer.  Since:     1.4 See Also:     Serialized Form",0,0,0,0,0,1,0,0,0,0,0,0
"A nexus for I/O operations.  A channel represents an open connection to an entity such as a hardware  device, a file, a network socket, or a program component that is capable of  performing one or more distinct I/O operations, for example reading or  writing.  A channel is either open or closed. A channel is open upon creation, and  once closed it remains closed. Once a channel is closed, any attempt to  invoke an I/O operation upon it will cause a ClosedChannelException to be  thrown. Whether or not a channel is open may be tested by invoking its  isOpen method.  Channels are, in general, intended to be safe for multithreaded access as  described in the specifications of the interfaces and classes that extend  and implement this interface.  Since:     1.4",1,0,0,1,0,1,1,0,0,0,0,0
"Constructs a reader that decodes bytes from the given channel using the given decoder.  The resulting stream will contain an internal input buffer of at least minBufferCap bytes. The stream's read methods will, as needed, fill the buffer by reading bytes from the underlying channel; if the channel is in non-blocking mode when bytes are to be read then an IllegalBlockingModeException will be thrown. The resulting stream will not otherwise be buffered, and it will not support the mark or reset methods. Closing the stream will in turn cause the channel to be closed.  Parameters: ch - The channel from which bytes will be read dec - The charset decoder to be used minBufferCap - The minimum capacity of the internal byte buffer, or -1 if an implementation-dependent default capacity is to be used Returns: A new reader",1,0,0,0,0,0,1,0,0,0,0,1
"Returns the size of the locked region in bytes.  A locked region need not be contained within, or even overlap, the actual underlying file, so the value returned by this method may exceed the file's current size.  Returns: The size of the locked region",1,1,0,0,0,0,0,0,0,0,0,1
"A channel that can write bytes from a sequence of buffers.  A gathering write operation writes, in a single invocation, a sequence of  bytes from one or more of a given sequence of buffers. Gathering writes are  often useful when implementing network protocols or file formats that, for  example, group data into segments consisting of one or more fixed-length  headers followed by a variable-length body. Similar scattering read  operations are defined in the ScatteringByteChannel interface.  Since:     1.4",1,1,0,1,0,0,0,0,0,0,0,0
"A channel that can be asynchronously closed and interrupted.  A channel that implements this interface is asynchronously closeable: If a  thread is blocked in an I/O operation on an interruptible channel then  another thread may invoke the channel's close method. This will cause the  blocked thread to receive an AsynchronousCloseException.  A channel that implements this interface is also interruptible: If a thread  is blocked in an I/O operation on an interruptible channel then another  thread may invoke the blocked thread's interrupt method. This will cause  the channel to be closed, the blocked thread to receive a  ClosedByInterruptException, and the blocked thread's interrupt status to be  set.  If a thread's interrupt status is already set and it invokes a blocking I/O  operation upon a channel then the channel will be closed and the thread  will immediately receive a ClosedByInterruptException; its interrupt status  will remain set.  A channel supports asynchronous closing and interruption if, and only if,  it implements this interface. This can be tested at runtime, if necessary,  via the instanceof operator.  Since:     1.4",1,0,0,0,1,1,1,0,0,0,0,0
"Unchecked exception thrown when an attempt is made to write to a channel  that was not originally opened for writing.  Since:     1.4 See Also:     Serialized Form",0,0,0,0,0,1,0,0,0,0,0,0
"Unchecked exception thrown when an attempt is made to invoke an I/O  operation upon a server socket channel that is not yet bound.  Since:     1.4 See Also:     Serialized Form",1,0,0,0,0,0,0,0,0,0,0,0
"A channel that can read bytes.  Only one read operation upon a readable channel may be in progress at any  given time. If one thread initiates a read operation upon a channel then  any other thread that attempts to initiate another read operation will  block until the first operation is complete. Whether or not other kinds of  I/O operations may proceed concurrently with a read operation depends upon  the type of the channel.  Since:     1.4",1,0,0,0,0,0,0,0,0,0,0,0
"Selects a set of keys whose corresponding channels are ready for I/O operations.  This method performs a blocking selection operation. It returns only after at least one channel is selected, this selector's wakeup method is invoked, the current thread is interrupted, or the given timeout period expires, whichever comes first.  This method does not offer real-time guarantees: It schedules the timeout as if by invoking the Object.wait(long) method.  Parameters: timeout - If positive, block for up to timeout milliseconds, more or less, while waiting for a channel to become ready; if zero, block indefinitely; must not be negative Returns: The number of keys, possibly zero, whose ready-operation sets were updated Throws: IOException - If an I/O error occurs ClosedSelectorException - If this selector is closed IllegalArgumentException - If the value of the timeout argument is negative",1,0,0,0,1,1,0,0,0,0,0,0
"Tells whether or not this channel's network socket is connected.  Returns: true if, and only if, this channel's network socket is connected",1,0,0,0,0,0,0,0,0,0,0,0
"Unchecked exception thrown when an attempt is made to bind or connect to a  socket address of a type that is not supported.  Since:     1.4 See Also:     Serialized Form",1,0,0,0,0,0,0,0,0,0,0,0
"A channel that can write bytes.  Only one write operation upon a writable channel may be in progress at any  given time. If one thread initiates a write operation upon a channel then  any other thread that attempts to initiate another write operation will  block until the first operation is complete. Whether or not other kinds of  I/O operations may proceed concurrently with a write operation depends upon  the type of the channel.  Since:     1.4",1,0,0,0,0,1,0,0,0,0,0,1
"Marks the beginning of an I/O operation that might block indefinitely.  This method should be invoked in tandem with the end method, using a try ... finally block as shown above, in order to implement interruption for this selector.  Invoking this method arranges for the selector's wakeup method to be invoked if a thread's interrupt method is invoked while the thread is blocked in an I/O operation upon the selector.",1,0,1,0,0,1,1,0,0,0,0,0
"Service-provider class for selectors and selectable channels.  A selector provider is a concrete subclass of this class that has a  zero-argument constructor and implements the abstract methods specified  below. A given invocation of the Java virtual machine maintains a single  system-wide default provider instance, which is returned by the provider  method. The first invocation of that method will locate the default  provider as specified below.  The system-wide default provider is used by the static open methods of the  DatagramChannel, Pipe, Selector, ServerSocketChannel, and SocketChannel  classes. It is also used by the System.inheritedChannel() method. A program  may make use of a provider other than the default provider by instantiating  that provider and then directly invoking the open methods defined in this  class.  All of the methods in this class are safe for use by multiple concurrent  threads.  Since:     1.4",1,0,0,0,0,1,0,1,0,0,0,1
"Returns this decoder's current action for malformed-input errors.  Returns: The current malformed-input action, which is never null",1,0,1,0,0,0,0,0,0,0,0,0
"Returns the maximum number of bytes that will be produced for each character of input. This value may be used to compute the worst-case size of the output buffer required for a given input sequence.  Returns: The maximum number of bytes that will be produced per character of input",1,0,1,1,0,0,0,0,0,0,0,0
"A description of the result state of a coder.  A charset coder, that is, either a decoder or an encoder, consumes bytes  (or characters) from an input buffer, translates them, and writes the  resulting characters (or bytes) to an output buffer. A coding process  terminates for one of four categories of reasons, which are described by  instances of this class:      * Underflow is reported when there is no more input to be processed, or       there is insufficient input and additional input is required. This       condition is represented by the unique result object UNDERFLOW, whose        isUnderflow method returns true.      * Overflow is reported when there is insufficient room remaining in the       output buffer. This condition is represented by the unique result       object OVERFLOW, whose isOverflow method returns true.      * A malformed-input error is reported when a sequence of input units is       not well-formed. Such errors are described by instances of this class       whose isMalformed method returns true and whose length method returns       the length of the malformed sequence. There is one unique instance of       this class for all malformed-input errors of a given length.      * An unmappable-character error is reported when a sequence of input       units denotes a character that cannot be represented in the output       charset. Such errors are described by instances of this class whose        isUnmappable method returns true and whose length method returns the       length of the input sequence denoting the unmappable character. There       is one unique instance of this class for all unmappable-character       errors of a given length.  For convenience, the isError method returns true for result objects that  describe malformed-input and unmappable-character errors but false for  those that describe underflow or overflow conditions.  Since:     1.4",0,1,0,0,0,0,0,0,0,0,0,1
" Action indicating that a coding error is to be handled by dropping the erroneous input, appending the coder's replacement value to the output buffer, and resuming the coding operation. ",1,0,0,0,0,0,0,0,0,0,0,0
"Checked exception thrown when an input byte sequence is not legal for given  charset, or an input character sequence is not a legal sixteen-bit Unicode  sequence.  Since:     1.4 See Also:     Serialized Form",1,0,0,0,0,0,0,0,0,0,0,0
"Charset service-provider class.  A charset provider is a concrete subclass of this class that has a  zero-argument constructor and some number of associated charset  implementation classes. Charset providers may be installed in an instance  of the Java platform as extensions, that is, jar files placed into any of  the usual extension directories. Providers may also be made available by  adding them to the applet or application class path or by some other  platform-specific means. Charset providers are looked up via the current  thread's context class loader.  A charset provider identifies itself with a provider-configuration file  named java.nio.charset.spi.CharsetProvider in the resource directory  META-INF/services. The file should contain a list of fully-qualified  concrete charset-provider class names, one per line. A line is terminated  by any one of a line feed (' n'), a carriage return (' r'), or a carriage  return followed immediately by a line feed. Space and tab characters  surrounding each name, as well as blank lines, are ignored. The comment  character is '\#' (' u0023'); on each line all characters following the  first comment character are ignored. The file must be encoded in UTF-8.  If a particular concrete charset provider class is named in more than one  configuration file, or is named in the same configuration file more than  once, then the duplicates will be ignored. The configuration file naming a  particular provider need not be in the same jar file or other distribution  unit as the provider itself. The provider must be accessible from the same  class loader that was initially queried to locate the configuration file;  this is not necessarily the class loader that loaded the file.  Since:     1.4 See Also:     Charset",0,0,1,0,0,0,1,1,0,0,0,1
"Initializes a new charset provider.  Throws: SecurityException - If a security manager has been installed and it denies RuntimePermission(charsetProvider)",1,0,0,0,0,0,0,0,0,0,0,1
"A NoSuchObjectException is thrown if an attempt is made to invoke a method  on an object that no longer exists in the remote virtual machine. If a  NoSuchObjectException occurs attempting to invoke a method on a remote  object, the call may be retransmitted and still preserve RMI's at most  once call semantics. A NoSuchObjectException is also thrown by the method  java.rmi.server.RemoteObject.toStub and by the unexportObject methods of  java.rmi.server.UnicastRemoteObject and java.rmi.activation.Activatable  and  Since:     JDK1.1 See Also:     RemoteObject.toStub(Remote),      UnicastRemoteObject.unexportObject(Remote,boolean),      Activatable.unexportObject(Remote,boolean), Serialized Form",0,1,0,0,0,0,0,0,0,0,0,0
"@Deprecated public class ServerRuntimeException      extends RemoteException   From a server executing on JDK 1.1, a ServerRuntimeException is thrown as a  result of a remote method invocation when a RuntimeException is thrown  while processing the invoca",1,0,0,0,0,1,1,0,0,1,0,0
"Constructs a StubNotFoundException with the specified detail message and nested exception.  Parameters: s - the detail message ex - the nested exception Since: JDK1.1",0,0,0,0,0,0,0,0,0,0,0,1
"An UnexpectedException is thrown if the client of a remote method call  receives, as a result of the call, a checked exception that is not among  the checked exception types declared in the throws clause of the method in  the remote interface.  Since:     JDK1.1 See Also:     Serialized Form",1,0,0,1,0,0,0,0,0,0,0,0
"An UnmarshalException can be thrown while unmarshalling the parameters or  results of a remote method call if any of the following conditions occur:      * if an exception occurs while unmarshalling the call header     * if the protocol for the return value is invalid     * if a java.io.IOException occurs unmarshalling parameters (on the       server side) or the return value (on the client side).     * if a java.lang.ClassNotFoundException occurs during unmarshalling       parameters or return values     * if no skeleton can be loaded on the server-side; note that skeletons       are required in the 1.1 stub protocol, but not in the 1.2 stub       protocol.     * if the method hash is invalid (i.e., missing method).     * if there is a failure to create a remote reference object for a       remote object's stub when it is unmarshalled.  Since:     JDK1.1 See Also:     Serialized Form",1,1,0,1,0,0,0,0,0,0,0,0
"Informs the system that the object with the corresponding activation id is currently inactive. If the object is currently active, the object is unexported from the RMI runtime (only if there are no pending or in-progress calls) so the that it can no longer receive incoming calls. This call informs this VM's ActivationGroup that the object is inactive, that, in turn, informs its ActivationMonitor. If this call completes successfully, a subsequent activate request to the activator will cause the object to reactivate. The operation may still succeed if the object is considered active but has already unexported itself.  Parameters: id - the object's activation identifier Returns: true if the operation succeeds (the operation will succeed if the object in currently known to be active and is either already unexported or is currently exported and has no pending/executing calls); false is returned if the object has pending/executing calls in which case it cannot be deactivated Throws: UnknownObjectException - if object is not known (it may already be inactive) ActivationException - if group is not active RemoteException - if call informing monitor fails Since: 1.2",1,0,0,0,0,1,1,0,0,0,0,0
"This exception is thrown by the RMI runtime when activation fails during a  remote call to an activatable object.  Since:     1.2 See Also:     Serialized Form",0,0,0,1,0,0,0,0,0,0,0,0
"Constructs an ActivationException with the specified detail message.  Parameters: s - the detail message",1,0,0,0,0,0,0,0,0,0,0,1
"An ActivationMonitor is specific to an ActivationGroup and is obtained when  a group is reported active via a call to ActivationSystem.activeGroup  (this is done internally). An activation group is responsible for informing  its ActivationMonitor when either: its objects become active or inactive,  or the group as a whole becomes inactive.  Since:     1.2 See Also:     Activator, ActivationSystem, ActivationGroup",0,0,0,0,0,0,1,0,0,0,0,0
"The Activator facilitates remote object activation. A faulting remote  reference calls the activator's activate method to obtain a live  reference to a activatable remote object. Upon receiving a request for  activation, the activator looks up the activation descriptor for the  activation identifier, id, determines the group in which the object should  be activated initiates object re-creation via the group's  ActivationInstantiator (via a call to the newInstance method). The  activator initiates the execution of activation groups as necessary. For  example, if an activation group for a specific group identifier is not  already executing, the activator initiates the execution of a VM for the  group.  The Activator works closely with ActivationSystem, which provides a means  for registering groups and objects within those groups, and  ActivationMonitor, which recives information about active and inactive  objects and inactive groups.  The activator is responsible for monitoring and detecting when activation  groups fail so that it can remove stale remote references to groups and  active object's within those groups.  Since:     1.2 See Also:     ActivationInstantiator, ActivationGroupDesc, ActivationGroupID",1,1,0,1,0,1,0,0,0,0,0,0
"The DGC abstraction is used for the server side of the distributed garbage  collection algorithm. This interface contains the two methods: dirty and  clean. A dirty call is made when a remote reference is unmarshaled in a  client (the client is indicated by its VMID). A corresponding clean call is  made when no more references to the remote reference exist in the client. A  failed dirty call must schedule a strong clean call so that the call's  sequence number can be retained in order to detect future calls received  out of order by the distributed garbage collector. A reference to a remote  object is leased for a period of time by the client holding the reference.  The lease period starts when the dirty call is received. It is the client's  responsibility to renew the leases, by making additional dirty calls, on  the remote references it holds before such leases expire. If the client  does not renew the lease before it expires, the distributed garbage  collector assumes that the remote object is no longer referenced by that  client.",1,0,0,0,0,1,0,0,0,0,0,0
"Create a new VMID. Each new VMID returned from this constructor is unique for all Java virtual machines under the following conditions: a) the conditions for uniqueness for objects of the class java.rmi.server.UID are satisfied, and b) an address can be obtained for this host that is unique and constant for the lifetime of this object.",0,0,0,0,0,0,0,0,0,0,0,1
"Returns a reference to the the remote object Registry for the local host on the specified port.  Parameters: port - port on which the registry accepts requests Returns: reference (a stub) to the remote object registry Throws: RemoteException - if the reference could not be created Since: JDK1.1",0,0,0,0,0,0,0,0,0,0,0,0
"Registry is a remote interface to a simple remote object registry that  provides methods for storing and retrieving remote object references bound  with arbitrary string names. The bind, unbind, and rebind methods are used  to alter the name bindings in the registry, and the lookup and list  methods are used to query the current name bindings.  In its typical usage, a Registry enables RMI client bootstrapping: it  provides a simple means for a client to obtain an initial reference to a  remote object. Therefore, a registry's remote object implementation is  typically exported with a well-known address, such as with a well-known  ObjID and TCP port number (default is 1099).  The LocateRegistry class provides a programmatic API for constructing a  bootstrap reference to a Registry at a remote address (see the static  getRegistry methods) and for creating and exporting a Registry in the  current VM on a particular local address (see the static createRegistry  methods).  A Registry implementation may choose to restrict access to some or all of  its methods (for example, methods that mutate the registry's bindings may  be restricted to calls originating from the local host). If a Registry  method chooses to deny access for a given invocation, its implementation  may throw AccessException, which (because it extends RemoteException) will  be wrapped in a ServerException when caught by a remote client.  The names used for bindings in a Registry are pure strings, not parsed. A  service which stores its remote reference in a Registry may wish to use a  package name as a prefix in the name binding to reduce the likelihood of  name collisions in the registry.  Since:     JDK1.1 See Also:     LocateRegistry",1,0,0,0,0,0,0,0,0,0,0,0
"An ExportException is a RemoteException thrown if an attempt to export a  remote object fails. A remote object is exported via the constructors and  exportObject methods of java.rmi.server.UnicastRemoteObject and  java.rmi.activation.Activatable.  Since:     JDK1.1 See Also:     UnicastRemoteObject, Activatable, Serialized Form",0,0,0,0,0,0,0,0,0,0,0,0
"Deprecated. no replacement  Write a subarray of bytes. Pass each through write byte method.  Overrides: write in class PrintStream Parameters: b - A byte array off - Offset from which to start taking bytes len - Number of bytes to write Since: JDK1.1 See Also: FilterOutputStream.write(int)",1,0,0,0,0,0,0,0,0,0,0,1
"@Deprecated public class Operation      extends Object   An Operation contains a description of a Java method. Operation objects  were used in JDK1.1 version stubs and skeletons. The Operation class is not  needed for 1.2 style stubs (stubs generated with",1,0,0,0,0,0,0,0,0,1,0,0
