"Copyright © 2001-2019 Python Software Foundation; All Rights Reserved"

ID,text,functionality,concept,directives,purpose,quality,control,structure,patterns,codeExamples,environment,reference,nonInformation
75,"wsgiref.util.setup_testing_defaults(environ)
 Update environ with trivial defaults for testing purposes.
 
 This routine adds various parameters required for WSGI, including HTTP_HOST, SERVER_NAME, SERVER_PORT, REQUEST_METHOD, SCRIPT_NAME, PATH_INFO, and all of the PEP 333-defined wsgi.* variables. It only supplies default values, and does not replace any existing settings for these variables.
 
 This routine is intended to make it easier for unit tests of WSGI servers and applications to set up dummy environments. It should NOT be used by actual WSGI servers or applications, since the data is fake!
 
 Example usage:
 
 from wsgiref.util import setup_testing_defaults
 from wsgiref.simple_server import make_server
 
 # A relatively simple WSGI application. It's going to print out the
 # environment dictionary after being updated by setup_testing_defaults
 def simple_app(environ, start_response):
  setup_testing_defaults(environ)
 
  status = '200 OK'
  headers = [('Content-type', 'text/plain')]
 
  start_response(status, headers)
 
  ret = [""%s: %s\n"" % (key, value)
  for key, value in environ.iteritems()]
  return ret
 
 httpd = make_server('', 8000, simple_app)
 print ""Serving on port 8000...""
 httpd.serve_forever()",1,0,1,1,0,0,0,0,1,0,0,0
76,"urllib.urlretrieve(url[, filename[, reporthook[, data]]])
 Copy a network object denoted by a URL to a local file, if necessary. If the URL points to a local file, or a valid cached copy of the object exists, the object is not copied. Return a tuple (filename, headers) where filename is the local file name under which the object can be found, and headers is whatever the info() method of the object returned by urlopen() returned (for a remote object, possibly cached). Exceptions are the same as for urlopen().
 
 The second argument, if present, specifies the file location to copy to (if absent, the location will be a tempfile with a generated name). The third argument, if present, is a callable that will be called once on establishment of the network connection and once after each block read thereafter. The callable will be passed three arguments; a count of blocks transferred so far, a block size in bytes, and the total size of the file. The third argument may be -1 on older FTP servers which do not return a file size in response to a retrieval request.
 
 If the url uses the http: scheme identifier, the optional data argument may be given to specify a POST request (normally the request type is GET). The data argument must in standard application/x-www-form-urlencoded format; see the urlencode() function below.
 
 Changed in version 2.5: urlretrieve() will raise ContentTooShortError when it detects that the amount of data available was less than the expected amount (which is the size reported by a Content-Length header). This can occur, for example, when the download is interrupted.
 
 The Content-Length is treated as a lower bound: if there’s more data to read, urlretrieve() reads more data, but if less data is available, it raises the exception.
 
 You can still retrieve the downloaded data in this case, it is stored in the content attribute of the exception instance.",1,0,1,0,0,1,0,0,0,0,0,0
77,"urllib2.urlopen(url[, data[, timeout[, cafile[, capath[, cadefault[, context]]]]])
 Open the URL url, which can be either a string or a Request object.
 
 data may be a string specifying additional data to send to the server, or None if no such data is needed. Currently HTTP requests are the only ones that use data; the HTTP request will be a POST instead of a GET when the data parameter is provided. data should be a buffer in the standard application/x-www-form-urlencoded format. The urllib.urlencode() function takes a mapping or sequence of 2-tuples and returns a string in this format. urllib2 module sends HTTP/1.1 requests with Connection:close header included.
 
 The optional timeout parameter specifies a timeout in seconds for blocking operations like the connection attempt (if not specified, the global default timeout setting will be used). This actually only works for HTTP, HTTPS and FTP connections.
 
 If context is specified, it must be a ssl.SSLContext instance describing the various SSL options. See HTTPSConnection for more details.
 
 The optional cafile and capath parameters specify a set of trusted CA certificates for HTTPS requests. cafile should point to a single file containing a bundle of CA certificates, whereas capath should point to a directory of hashed certificate files. More information can be found in ssl.SSLContext.load_verify_locations().
 
 The cadefault parameter is ignored.
 
 This function returns a file-like object with three additional methods:
 
 geturl() — return the URL of the resource retrieved, commonly used to determine if a redirect was followed
 info() — return the meta-information of the page, such as headers, in the form of an mimetools.Message instance (see Quick Reference to HTTP Headers)
 getcode() — return the HTTP status code of the response.
 Raises URLError on errors.
 
 Note that None may be returned if no handler handles the request (though the default installed global OpenerDirector uses UnknownHandler to ensure this never happens).
 
 In addition, if proxy settings are detected (for example, when a *_proxy environment variable like http_proxy is set), ProxyHandler is default installed and makes sure the requests are handled through the proxy.
 
 Changed in version 2.6: timeout was added.
 
 Changed in version 2.7.9: cafile, capath, cadefault, and context were added.",1,0,0,0,0,0,1,0,0,0,0,0
78,"class ftplib.FTP_TLS([host[, user[, passwd[, acct[, keyfile[, certfile[, context[, timeout]]]]]]]])
 A FTP subclass which adds TLS support to FTP as described in RFC 4217. Connect as usual to port 21 implicitly securing the FTP control connection before authenticating. Securing the data connection requires the user to explicitly ask for it by calling the prot_p() method. context is a ssl.SSLContext object which allows bundling SSL configuration options, certificates and private keys into a single (potentially long-lived) structure. Please read Security considerations for best practices.
 
 keyfile and certfile are a legacy alternative to context – they can point to PEM-formatted private key and certificate chain files (respectively) for the SSL connection.
 
 New in version 2.7.
 
 Changed in version 2.7.10: The context parameter was added.
 
 Here’s a sample session using the FTP_TLS class:
 
 >>> from ftplib import FTP_TLS
 >>> ftps = FTP_TLS('ftp.python.org')
 >>> ftps.login() # login anonymously before securing control channel
 >>> ftps.prot_p() # switch to secure data connection
 >>> ftps.retrlines('LIST') # list directory content securely
 total 9
 drwxr-xr-x 8 root wheel 1024 Jan 3 1994 .
 drwxr-xr-x 8 root wheel 1024 Jan 3 1994 ..
 drwxr-xr-x 2 root wheel 1024 Jan 3 1994 bin
 drwxr-xr-x 2 root wheel 1024 Jan 3 1994 etc
 d-wxrwxr-x 2 ftp wheel 1024 Sep 5 13:43 incoming
 drwxr-xr-x 2 root wheel 1024 Nov 17 1993 lib
 drwxr-xr-x 6 1094 wheel 1024 Sep 13 19:07 pub
 drwxr-xr-x 3 root wheel 1024 Jan 3 1994 usr
 -rw-r--r-- 1 root root 312 Aug 1 1994 welcome.msg
 '226 Transfer complete.'
 >>> ftps.quit()
 >>>",1,1,1,0,0,0,0,0,1,0,1,0
79,"IMAP4.store(message_set, command, flag_list)
 Alters flag dispositions for messages in mailbox. command is specified by section 6.4.6 of RFC 2060 as being one of “FLAGS”, “+FLAGS”, or “-FLAGS”, optionally with a suffix of ”.SILENT”.
 
 For example, to set the delete flag on all messages:
 
 typ, data = M.search(None, 'ALL')
 for num in data[0].split():
  M.store(num, '+FLAGS', '\\Deleted')
 M.expunge()",1,0,0,0,0,0,0,0,1,0,0,0
80,"NNTP.xhdr(header, string[, file])
 Send an XHDR command. This command is not defined in the RFC but is a common extension. The header argument is a header keyword, e.g. 'subject'. The string argument should have the form 'first-last' where first and last are the first and last article numbers to search. Return a pair (response, list), where list is a list of pairs (id, text), where id is an article number (as a string) and text is the text of the requested header for that article. If the file parameter is supplied, then the output of the XHDR command is stored in a file. If file is a string, then the method will open a file object with that name, write to it then close it. If file is a file object, then it will start calling write() on it to store the lines of the command output. If file is supplied, then the returned list is an empty list.",1,0,1,0,0,1,0,0,0,0,0,0
81,"class smtplib.SMTP([host[, port[, local_hostname[, timeout]]]])
 An SMTP instance encapsulates an SMTP connection. It has methods that support a full repertoire of SMTP and ESMTP operations. If the optional host and port parameters are given, the SMTP connect() method is called with those parameters during initialization. If specified, local_hostname is used as the FQDN of the local host in the HELO/EHLO command. Otherwise, the local hostname is found using socket.getfqdn(). If the connect() call returns anything other than a success code, an SMTPConnectError is raised. The optional timeout parameter specifies a timeout in seconds for blocking operations like the connection attempt (if not specified, the global default timeout setting will be used). If the timeout expires, socket.timeout is raised.
 
 For normal use, you should only require the initialization/connect, sendmail(), and quit() methods. An example is included below.
 
 Changed in version 2.6: timeout was added.",1,0,1,0,0,1,0,0,0,0,0,0
82,"class telnetlib.Telnet([host[, port[, timeout]]])
 Telnet represents a connection to a Telnet server. The instance is initially not connected by default; the open() method must be used to establish a connection. Alternatively, the host name and optional port number can be passed to the constructor, to, in which case the connection to the server will be established before the constructor returns. The optional timeout parameter specifies a timeout in seconds for blocking operations like the connection attempt (if not specified, the global default timeout setting will be used).
 
 Do not reopen an already connected instance.
 
 This class has many read_*() methods. Note that some of them raise EOFError when the end of the connection is read, because they can return an empty string for other reasons. See the individual descriptions below.
 
 Changed in version 2.6: timeout was added",1,0,1,0,0,0,0,0,0,0,0,0
83,"class uuid.UUID([hex[, bytes[, bytes_le[, fields[, int[, version]]]]]])
 Create a UUID from either a string of 32 hexadecimal digits, a string of 16 bytes in big-endian order as the bytes argument, a string of 16 bytes in little-endian order as the bytes_le argument, a tuple of six integers (32-bit time_low, 16-bit time_mid, 16-bit time_hi_version, 8-bit clock_seq_hi_variant, 8-bit clock_seq_low, 48-bit node) as the fields argument, or a single 128-bit integer as the int argument. When a string of hex digits is given, curly braces, hyphens, and a URN prefix are all optional. For example, these expressions all yield the same UUID:
 
 UUID('{12345678-1234-5678-1234-567812345678}')
 UUID('12345678123456781234567812345678')
 UUID('urn:uuid:12345678-1234-5678-1234-567812345678')
 UUID(bytes='\x12\x34\x56\x78'*4)
 UUID(bytes_le='\x78\x56\x34\x12\x34\x12\x78\x56' +
  '\x12\x34\x56\x78\x12\x34\x56\x78')
 UUID(fields=(0x12345678, 0x1234, 0x5678, 0x12, 0x34, 0x567812345678))
 UUID(int=0x12345678123456781234567812345678)
 Exactly one of hex, bytes, bytes_le, fields, or int must be given. The version argument is optional; if given, the resulting UUID will have its variant and version number set according to RFC 4122, overriding bits in the given hex, bytes, bytes_le, fields, or int.",1,0,1,0,0,0,0,0,1,0,0,0
84,"urlparse.urlparse(urlstring[, scheme[, allow_fragments]])
 Parse a URL into six components, returning a 6-tuple. This corresponds to the general structure of a URL: scheme://netloc/path;parameters?query#fragment. Each tuple item is a string, possibly empty. The components are not broken up in smaller parts (for example, the network location is a single string), and % escapes are not expanded. The delimiters as shown above are not part of the result, except for a leading slash in the path component, which is retained if present. For example:
 
 >>> from urlparse import urlparse
 >>> o = urlparse('http://www.cwi.nl:80/%7Eguido/Python.html')
 >>> o 
 ParseResult(scheme='http', netloc='www.cwi.nl:80', path='/%7Eguido/Python.html',
  params='', query='', fragment='')
 >>> o.scheme
 'http'
 >>> o.port
 80
 >>> o.geturl()
 'http://www.cwi.nl:80/%7Eguido/Python.html'
 Following the syntax specifications in RFC 1808, urlparse recognizes a netloc only if it is properly introduced by ‘//’. Otherwise the input is presumed to be a relative URL and thus to start with a path component.
 
 >>> from urlparse import urlparse
 >>> urlparse('//www.cwi.nl:80/%7Eguido/Python.html')
 ParseResult(scheme='', netloc='www.cwi.nl:80', path='/%7Eguido/Python.html',
  params='', query='', fragment='')
 >>> urlparse('www.cwi.nl/%7Eguido/Python.html')
 ParseResult(scheme='', netloc='', path='www.cwi.nl/%7Eguido/Python.html',
  params='', query='', fragment='')
 >>> urlparse('help/Python.html')
 ParseResult(scheme='', netloc='', path='help/Python.html', params='',
  query='', fragment='')
 If the scheme argument is specified, it gives the default addressing scheme, to be used only if the URL does not specify one. The default value for this argument is the empty string.
 
 If the allow_fragments argument is false, fragment identifiers are not recognized and parsed as part of the preceding component, even if the URL’s addressing scheme normally does support them. The default value for this argument is True.",1,0,0,0,0,0,0,0,1,0,0,0
85,"class SocketServer.UDPServer(server_address, RequestHandlerClass, bind_and_activate=True)
 This uses datagrams, which are discrete packets of information that may arrive out of order or be lost while in transit. The parameters are the same as for TCPServer.",0,1,0,0,0,0,0,0,0,0,0,0
86,"class SimpleHTTPServer.SimpleHTTPRequestHandler(request, client_address, server)
 This class serves files from the current directory and below, directly mapping the directory structure to HTTP requests.
 
 A lot of the work, such as parsing the request, is done by the base class BaseHTTPServer.BaseHTTPRequestHandler. This class implements the do_GET() and do_HEAD() functions.",1,0,0,0,0,0,1,0,0,0,0,0
87,"class cookielib.CookieJar(policy=None)
 policy is an object implementing the CookiePolicy interface.
 
 The CookieJar class stores HTTP cookies. It extracts cookies from HTTP requests, and returns them in HTTP responses. CookieJar instances automatically expire contained cookies when necessary. Subclasses are also responsible for storing and retrieving cookies from a file or database.",1,0,0,0,0,0,0,0,0,0,0,0
88,"class SimpleXMLRPCServer.SimpleXMLRPCServer(addr[, requestHandler[, logRequests[, allow_none[, encoding[, bind_and_activate]]]])
 Create a new server instance. This class provides methods for registration of functions that can be called by the XML-RPC protocol. The requestHandler parameter should be a factory for request handler instances; it defaults to SimpleXMLRPCRequestHandler. The addr and requestHandler parameters are passed to the SocketServer.TCPServer constructor. If logRequests is true (the default), requests will be logged; setting this parameter to false will turn off logging. The allow_none and encoding parameters are passed on to xmlrpclib and control the XML-RPC responses that will be returned from the server. The bind_and_activate parameter controls whether server_bind() and server_activate() are called immediately by the constructor; it defaults to true. Setting it to false allows code to manipulate the allow_reuse_address class variable before the address is bound.
 
 Changed in version 2.5: The allow_none and encoding parameters were added.
 
 Changed in version 2.6: The bind_and_activate parameter was added.",1,0,1,0,0,1,0,1,0,0,0,1
89,"audioop.lin2lin(fragment, width, newwidth)
 Convert samples between 1-, 2- and 4-byte formats.
 
 Note In some audio formats, such as .WAV files, 16 and 32 bit samples are signed, but 8 bit samples are unsigned. So when converting to 8 bit wide samples for these formats, you need to also add 128 to the result:
 new_frames = audioop.lin2lin(frames, old_width, 1)
 new_frames = audioop.bias(new_frames, 1, 128)
 The same, in reverse, has to be applied when converting from 8 to 16 or 32 bit width samples.",1,1,1,1,0,0,0,1,1,0,0,0
90,"aifc.open(file[, mode])
 Open an AIFF or AIFF-C file and return an object instance with methods that are described below. The argument file is either a string naming a file or a file object. mode must be 'r' or 'rb' when the file must be opened for reading, or 'w' or 'wb' when the file must be opened for writing. If omitted, file.mode is used if it exists, otherwise 'rb' is used. When used for writing, the file object should be seekable, unless you know ahead of time how many samples you are going to write in total and use writeframesraw() and setnframes().",1,0,1,0,0,0,0,0,0,0,0,0
91,"Wave_write.setparams(tuple)
 The tuple should be (nchannels, sampwidth, framerate, nframes, comptype, compname), with values valid for the set*() methods. Sets all parameters.",0,0,1,0,0,0,0,0,0,0,0,1
92,"colorsys.rgb_to_yiq(r, g, b)
 Convert the color from RGB coordinates to YIQ coordinates.",0,0,0,0,0,0,0,0,0,0,0,1
93,"The sndhdr provides utility functions which attempt to determine the type of sound data which is in a file. When these functions are able to determine what type of sound data is stored in a file, they return a tuple (type, sampling_rate, channels, frames, bits_per_sample). The value for type indicates the data type and will be one of the strings 'aifc', 'aiff', 'au', 'hcom', 'sndr', 'sndt', 'voc', 'wav', '8svx', 'sb', 'ub', or 'ul'. The sampling_rate will be either the actual value or 0 if unknown or difficult to decode. Similarly, channels will be either the number of channels or 0 if it cannot be determined or if the value is difficult to decode. The value for frames will be either the number of frames or -1. The last item in the tuple, bits_per_sample, will either be the sample size in bits or 'A' for A-LAW or 'U' for u-LAW.",1,0,0,0,0,1,0,0,0,0,0,0
94,"gettext.translation(domain[, localedir[, languages[, class_[, fallback[, codeset]]]]])
 Return a Translations instance based on the domain, localedir, and languages, which are first passed to find() to get a list of the associated .mo file paths. Instances with identical .mo file names are cached. The actual class instantiated is either class_ if provided, otherwise GNUTranslations. The class’s constructor must take a single file object argument. If provided, codeset will change the charset used to encode translated strings.
 
 If multiple files are found, later files are used as fallbacks for earlier ones. To allow setting the fallback, copy.copy() is used to clone each translation object from the cache; the actual instance data is still shared with the cache.
 
 If no .mo file is found, this function raises IOError if fallback is false (which is the default), and returns a NullTranslations instance if fallback is true.
 
 Changed in version 2.4: Added the codeset parameter.",1,0,0,0,0,1,0,1,0,0,0,0
95,"locale.setlocale(category[, locale])
 If locale is given and not None, setlocale() modifies the locale setting for the category. The available categories are listed in the data description below. locale may be a string, or an iterable of two strings (language code and encoding). If it’s an iterable, it’s converted to a locale name using the locale aliasing engine. An empty string specifies the user’s default settings. If the modification of the locale fails, the exception Error is raised. If successful, the new locale setting is returned.
 
 If locale is omitted or None, the current setting for category is returned.
 
 setlocale() is not thread-safe on most systems. Applications typically start with a call of
 
 import locale
 locale.setlocale(locale.LC_ALL, '')
 This sets the locale for all categories to the user’s default setting (typically specified in the LANG environment variable). If the locale is not changed thereafter, using multithreading should not cause problems.
 
 Changed in version 2.0: Added support for iterable values of the locale parameter.",1,0,0,0,1,1,0,0,1,0,0,0
96,"The Cmd class provides a simple framework for writing line-oriented command interpreters. These are often useful for test harnesses, administrative tools, and prototypes that will later be wrapped in a more sophisticated interface.
 
 class cmd.Cmd([completekey[, stdin[, stdout]]])
 A Cmd instance or subclass instance is a line-oriented interpreter framework. There is no good reason to instantiate Cmd itself; rather, it’s useful as a superclass of an interpreter class you define yourself in order to inherit Cmd’s methods and encapsulate action methods.
 
 The optional argument completekey is the readline name of a completion key; it defaults to Tab. If completekey is not None and readline is available, command completion is done automatically.
 
 The optional arguments stdin and stdout specify the input and output file objects that the Cmd instance or subclass instance will use for input and output. If not specified, they will default to sys.stdin and sys.stdout.
 
 If you want a given stdin to be used, make sure to set the instance’s use_rawinput attribute to False, otherwise stdin will be ignored.
 
 Changed in version 2.3: The stdin and stdout parameters were added.",1,1,0,1,0,0,0,1,0,0,0,1
97,"Most of the time, the Tkinter module is all you really need, but a number of additional modules are available as well. The Tk interface is located in a binary module named _tkinter. This module contains the low-level interface to Tk, and should never be used directly by application programmers. It is usually a shared library (or DLL), but might in some cases be statically linked with the Python interpreter.
 
 In addition to the Tk interface module, Tkinter includes a number of Python modules. The two most important modules are the Tkinter module itself, and a module called Tkconstants. The former automatically imports the latter, so to use Tkinter, all you need to do is to import one module:
 
 import Tkinter
 Or, more often:
 
 from Tkinter import *
 class Tkinter.Tk(screenName=None, baseName=None, className='Tk', useTk=1)
 The Tk class is instantiated without arguments. This creates a toplevel widget of Tk which usually is the main window of an application. Each instance has its own associated Tcl interpreter.
 
 Changed in version 2.4: The useTk parameter was added.
 
 Tkinter.Tcl(screenName=None, baseName=None, className='Tk', useTk=0)
 The Tcl() function is a factory function which creates an object much like that created by the Tk class, except that it does not initialize the Tk subsystem. This is most often useful when driving the Tcl interpreter in an environment where one doesn’t want to create extraneous toplevel windows, or where one cannot (such as Unix/Linux systems without an X server). An object created by the Tcl() object can have a Toplevel window created (and the Tk subsystem initialized) by calling its loadtk() method.
 
 New in version 2.4",1,0,1,1,0,0,1,0,1,1,0,0
98,"class tkinter.tix.Tk(screenName=None, baseName=None, className='Tix')
 Toplevel widget of Tix which represents mostly the main window of an application. It has an associated Tcl interpreter.
 
 Classes in the tkinter.tix module subclasses the classes in the tkinter. The former imports the latter, so to use tkinter.tix with Tkinter, all you need to do is to import one module. In general, you can just import tkinter.tix, and replace the toplevel call to tkinter.Tk with tix.Tk:
 
 from tkinter import tix
 from tkinter.constants import *
 root = tix.Tk()
 To use tkinter.tix, you must have the Tix widgets installed, usually alongside your installation of the Tk widgets. To test your installation, try the following:
 
 from tkinter import tix
 root = tix.Tk()
 root.tk.eval('package require Tix')
 If this fails, you have a Tk installation problem which must be resolved before proceeding. Use the environment variable TIX_LIBRARY to point to the installed Tix library directory, and make sure you have the dynamic object library (tix8183.dll or libtix8183.so) in the same directory that contains your Tk dynamic object library (tk8183.dll or libtk8183.so). The directory with the dynamic object library should also have a file called pkgIndex.tcl (case sensitive), which contains the line:
 
 package ifneeded Tix 8.1 [list load ""[file join $dir tix8183.dll]"" Tix]",0,0,1,0,0,0,0,1,1,0,0,0
99,"turtle.fd(distance)
 Parameters: distance – a number (integer or float)
 Move the turtle forward by the specified distance, in the direction the turtle is headed.
 
 >>> turtle.position()
 (0.00,0.00)
 >>> turtle.forward(25)
 >>> turtle.position()
 (25.00,0.00)
 >>> turtle.forward(-75)
 >>> turtle.position()
 (-50.00,0.00)",1,0,0,0,0,0,0,0,1,0,0,0
100,"Named tuples assign meaning to each position in a tuple and allow for more readable, self-documenting code. They can be used wherever regular tuples are used, and they add the ability to access fields by name instead of position index.

collections.namedtuple(typename, field_names[, verbose])
Returns a new tuple subclass named typename. The new subclass is used to create tuple-like objects that have fields accessible by attribute lookup as well as being indexable and iterable. Instances of the subclass also have a helpful docstring (with typename and field_names) and a helpful __repr__() method which lists the tuple contents in a name=value format.

The field_names are a single string with each fieldname separated by whitespace and/or commas, for example 'x y' or 'x, y'. Alternatively, field_names can be a sequence of strings such as ['x', 'y'].

Any valid Python identifier may be used for a fieldname except for names starting with an underscore. Valid identifiers consist of letters, digits, and underscores but do not start with a digit or underscore and cannot be a keyword such as class, for, return, global, pass, print, or raise.

If verbose is true, the class definition is printed just before being built.

Named tuple instances do not have per-instance dictionaries, so they are lightweight and require no more memory than regular tuples.

New in version 2.6.

Example:

>>> Point = namedtuple('Point', 'x y')
>>> p = Point(11, y=22)     # instantiate with positional or keyword arguments
>>> p[0] + p[1]             # indexable like the plain tuple (11, 22)
33
>>> x, y = p                # unpack like a regular tuple
>>> x, y
(11, 22)
>>> p.x + p.y               # fields also accessible by name
33
>>> p                       # readable __repr__ with a name=value style
Point(x=11, y=22)

>>> Point = namedtuple('Point', 'x y', verbose=True) # show the class definition
class Point(tuple):
        'Point(x, y)'

        __slots__ = ()

        _fields = ('x', 'y')

        def __new__(_cls, x, y):
            return _tuple.__new__(_cls, (x, y))

        @classmethod
        def _make(cls, iterable, new=tuple.__new__, len=len):
            'Make a new Point object from a sequence or iterable'
            result = new(cls, iterable)
            if len(result) != 2:
                raise TypeError('Expected 2 arguments, got %d' % len(result))
            return result

        def __repr__(self):
            return 'Point(x=%r, y=%r)' % self

        def _asdict(t):
            'Return a new dict which maps field names to their values'
            return {'x': t[0], 'y': t[1]}

        def _replace(_self, **kwds):
            'Return a new Point object replacing specified fields with new values'
            result = _self._make(map(kwds.pop, ('x', 'y'), _self))
            if kwds:
                raise ValueError('Got unexpected field names: %r' % kwds.keys())
            return result

        def __getnewargs__(self):
            return tuple(self)

        x = _property(_itemgetter(0))
        y = _property(_itemgetter(1))
Named tuples are especially useful for assigning field names to result tuples returned by the csv or sqlite3 modules:

EmployeeRecord = namedtuple('EmployeeRecord', 'name, age, title, department, paygrade')

import csv
for emp in map(EmployeeRecord._make, csv.reader(open(""employees.csv"", ""rb""))):
    print emp.name, emp.title

import sqlite3
conn = sqlite3.connect('/companydata')
cursor = conn.cursor()
cursor.execute('SELECT name, age, title, department, paygrade FROM employees')
for emp in map(EmployeeRecord._make, cursor.fetchall()):
    print emp.name, emp.title
In addition to the methods inherited from tuples, named tuples support three additional methods and one attribute. To prevent conflicts with field names, the method and attribute names start with an underscore.",1,1,1,1,0,0,0,1,1,0,0,0
